n_samples,n_nodes,n_constraints,use_outer_join,order_by_cardinality,not_pandas_optimized
1048576,3090607,5,True,False,False
1048576,3090607,5,True,False,False
1048576,3090607,5,True,False,False
1048576,3311346,5,True,True,False
1048576,3311346,5,True,True,False
1048576,3311346,5,True,True,False
1048576,3311346,5,True,True,False
1048576,3311346,5,True,True,False
1048576,3311346,5,True,False,False
1048576,3311346,5,True,False,False
1048576,3311346,5,True,False,False
1048576,3311346,5,True,False,False
1048576,3311346,5,True,False,False
1048576,3532085,5,True,True,False
1048576,3532085,5,True,True,False
1048576,3532085,5,True,True,False
1048576,3532085,5,True,True,False
1048576,3532085,5,True,True,False
1048576,3532085,5,True,False,False
1048576,3532085,5,True,False,False
1048576,3532085,5,True,False,False
1048576,3532085,5,True,False,False
1048576,3532085,5,True,False,False
1048576,3752825,5,True,True,False
1048576,3752825,5,True,True,False
1048576,3752825,5,True,True,False
1048576,3752825,5,True,True,False
1048576,3752825,5,True,True,False
1048576,3752825,5,True,False,False
1048576,3752825,5,True,False,False
1048576,3752825,5,True,False,False
1048576,3752825,5,True,False,False
1048576,3752825,5,True,False,False
1048576,3973564,5,True,True,False
1048576,3973564,5,True,True,False
1048576,3973564,5,True,True,False
1048576,3973564,5,True,True,False
1048576,3973564,5,True,True,False
1048576,3973564,5,True,False,False
1048576,3973564,5,True,False,False
1048576,3973564,5,True,False,False
1048576,3973564,5,True,False,False
1048576,3973564,5,True,False,False
1048576,4194304,5,True,True,False
1048576,4194304,5,True,True,False
1048576,4194304,5,True,True,False
1048576,4194304,5,True,True,False
1048576,4194304,5,True,True,False
1048576,4194304,5,True,False,False
1048576,4194304,5,True,False,False
1048576,4194304,5,True,False,False
1048576,4194304,5,True,False,False
1048576,4194304,5,True,False,False
1048576,1048576,1,True,True,False
1048576,1048576,1,True,True,False
1048576,1048576,1,True,True,False
1048576,1048576,1,True,True,False
1048576,1048576,1,True,True,False
1048576,1048576,1,True,False,False
1048576,1048576,1,True,False,False
1048576,1048576,1,True,False,False
1048576,1048576,1,True,False,False
1048576,1048576,1,True,False,False
1048576,1048576,2,True,True,False
1048576,1048576,2,True,True,False
1048576,1048576,2,True,True,False
1048576,1048576,2,True,True,False
1048576,1048576,2,True,True,False
1048576,1048576,2,True,False,False
1048576,1048576,2,True,False,False
1048576,1048576,2,True,False,False
1048576,1048576,2,True,False,False
1048576,1048576,2,True,False,False
1048576,1048576,3,True,True,False
1048576,1048576,3,True,True,False
1048576,1048576,3,True,True,False
1048576,1048576,3,True,True,False
1048576,1048576,3,True,True,False
1048576,1048576,3,True,False,False
1048576,1048576,3,True,False,False
1048576,1048576,3,True,False,False
1048576,1048576,3,True,False,False
1048576,1048576,3,True,False,False
1048576,1048576,4,True,True,False
1048576,1048576,4,True,True,False
1048576,1048576,4,True,True,False
1048576,1048576,4,True,True,False
1048576,1048576,4,True,True,False
1048576,1048576,4,True,False,False
1048576,1048576,4,True,False,False
1048576,1048576,4,True,False,False
1048576,1048576,4,True,False,False
1048576,1048576,4,True,False,False
1048576,1048576,5,True,True,False
1048576,1048576,5,True,True,False
1048576,1048576,5,True,True,False
1048576,1048576,5,True,True,False
1048576,1048576,5,True,True,False
1048576,1048576,5,True,False,False
1048576,1048576,5,True,False,False
1048576,1048576,5,True,False,False
1048576,1048576,5,True,False,False
1048576,1048576,5,True,False,False
1048576,1048576,6,True,True,False
1048576,1048576,6,True,True,False
1048576,1048576,6,True,True,False
1048576,1048576,6,True,True,False
1048576,1048576,6,True,True,False
1048576,1048576,6,True,False,False
1048576,1048576,6,True,False,False
1048576,1048576,6,True,False,False
1048576,1048576,6,True,False,False
1048576,1048576,6,True,False,False
1048576,1048576,7,True,True,False
1048576,1048576,7,True,True,False
1048576,1048576,7,True,True,False
1048576,1048576,7,True,True,False
1048576,1048576,7,True,True,False
1048576,1048576,7,True,False,False
1048576,1048576,7,True,False,False
1048576,1048576,7,True,False,False
1048576,1048576,7,True,False,False
1048576,1048576,7,True,False,False
1048576,1048576,8,True,True,False
1048576,1048576,8,True,True,False
1048576,1048576,8,True,True,False
1048576,1048576,8,True,True,False
1048576,1048576,8,True,True,False
1048576,1048576,8,True,False,False
1048576,1048576,8,True,False,False
1048576,1048576,8,True,False,False
1048576,1048576,8,True,False,False
1048576,1048576,8,True,False,False
1048576,1048576,9,True,True,False
1048576,1048576,9,True,True,False
1048576,1048576,9,True,True,False
1048576,1048576,9,True,True,False
1048576,1048576,9,True,True,False
1048576,1048576,9,True,False,False
1048576,1048576,9,True,False,False
1048576,1048576,9,True,False,False
1048576,1048576,9,True,False,False
1048576,1048576,9,True,False,False
1048576,1048576,10,True,True,False
1048576,1048576,10,True,True,False
1048576,1048576,10,True,True,False
1048576,1048576,10,True,True,False
1048576,1048576,10,True,True,False
1048576,1048576,10,True,False,False
1048576,1048576,10,True,False,False
1048576,1048576,10,True,False,False
1048576,1048576,10,True,False,False
1048576,1048576,10,True,False,False
1048576,1048576,11,True,True,False
1048576,1048576,11,True,True,False
1048576,1048576,11,True,True,False
1048576,1048576,11,True,True,False
1048576,1048576,11,True,True,False
1048576,1048576,11,True,False,False
1048576,1048576,11,True,False,False
1048576,1048576,11,True,False,False
1048576,1048576,11,True,False,False
1048576,1048576,11,True,False,False
1048576,1048576,12,True,True,False
1048576,1048576,12,True,True,False
1048576,1048576,12,True,True,False
1048576,1048576,12,True,True,False
1048576,1048576,12,True,True,False
1048576,1048576,12,True,False,False
1048576,1048576,12,True,False,False
1048576,1048576,12,True,False,False
1048576,1048576,12,True,False,False
1048576,1048576,12,True,False,False
1048576,1048576,13,True,True,False
1048576,1048576,13,True,True,False
1048576,1048576,13,True,True,False
1048576,1048576,13,True,True,False
1048576,1048576,13,True,True,False
1048576,1048576,13,True,False,False
1048576,1048576,13,True,False,False
1048576,1048576,13,True,False,False
1048576,1048576,13,True,False,False
1048576,1048576,13,True,False,False
1048576,1048576,14,True,True,False
1048576,1048576,14,True,True,False
1048576,1048576,14,True,True,False
1048576,1048576,14,True,True,False
1048576,1048576,14,True,True,False
1048576,1048576,14,True,False,False
1048576,1048576,14,True,False,False
1048576,1048576,14,True,False,False
1048576,1048576,14,True,False,False
1048576,1048576,14,True,False,False
1048576,1048576,15,True,True,False
1048576,1048576,15,True,True,False
1048576,1048576,15,True,True,False
1048576,1048576,15,True,True,False
1048576,1048576,15,True,True,False
1048576,1048576,15,True,False,False
1048576,1048576,15,True,False,False
1048576,1048576,15,True,False,False
1048576,1048576,15,True,False,False
1048576,1048576,15,True,False,False
1048576,1048576,16,True,True,False
1048576,1048576,16,True,True,False
1048576,1048576,16,True,True,False
1048576,1048576,16,True,True,False
1048576,1048576,16,True,True,False
1048576,1048576,16,True,False,False
1048576,1048576,16,True,False,False
1048576,1048576,16,True,False,False
1048576,1048576,16,True,False,False
1048576,1048576,16,True,False,False
1048576,1048576,17,True,True,False
1048576,1048576,17,True,True,False
1048576,1048576,17,True,True,False
1048576,1048576,17,True,True,False
1048576,1048576,17,True,True,False
1048576,1048576,17,True,False,False
1048576,1048576,17,True,False,False
1048576,1048576,17,True,False,False
1048576,1048576,17,True,False,False
1048576,1048576,17,True,False,False
1048576,1048576,18,True,True,False
1048576,1048576,18,True,True,False
1048576,1048576,18,True,True,False
1048576,1048576,18,True,True,False
1048576,1048576,18,True,True,False
1048576,1048576,18,True,False,False
1048576,1048576,18,True,False,False
1048576,1048576,18,True,False,False
1048576,1048576,18,True,False,False
1048576,1048576,18,True,False,False
1048576,1048576,19,True,True,False
1048576,1048576,19,True,True,False
1048576,1048576,19,True,True,False
1048576,1048576,19,True,True,False
1048576,1048576,19,True,True,False
1048576,1048576,19,True,False,False
1048576,1048576,19,True,False,False
1048576,1048576,19,True,False,False
1048576,1048576,19,True,False,False
1048576,1048576,19,True,False,False
1048576,1048576,20,True,True,False
1048576,1048576,20,True,True,False
1048576,1048576,20,True,True,False
1048576,1048576,20,True,True,False
1048576,1048576,20,True,True,False
1048576,1048576,20,True,False,False
1048576,1048576,20,True,False,False
1048576,1048576,20,True,False,False
1048576,1048576,20,True,False,False
1048576,1048576,20,True,False,False
